LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
54468-4,"Cholesterol.in HDL 2b/Cholesterol.in HDL.total",MFr,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,%,"Cholesterol in HDL 2b/Cholesterol in total HDL in Serum or Plasma by Electrophoresis",%,2.27,false,"Cholesterol.in HDL 2b/Cholesterol.in HDL.total:MFr:Pt:Ser/Plas:Qn:Electrophoresis"
54469-2,"Cholesterol.in HDL 3a/Cholesterol.in HDL.total",MFr,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,%,"Cholesterol in HDL 3a/Cholesterol in total HDL in Serum or Plasma by Electrophoresis",%,2.27,false,"Cholesterol.in HDL 3a/Cholesterol.in HDL.total:MFr:Pt:Ser/Plas:Qn:Electrophoresis"
54471-8,"Cholesterol.in HDL 3c/Cholesterol.in HDL.total",MFr,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,%,"Cholesterol in HDL 3c/Cholesterol in total HDL in Serum or Plasma by Electrophoresis",%,2.27,false,"Cholesterol.in HDL 3c/Cholesterol.in HDL.total:MFr:Pt:Ser/Plas:Qn:Electrophoresis"
54467-6,"Cholesterol.in HDL 2a/Cholesterol.in HDL.total",MFr,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,%,"Cholesterol in HDL 2a/Cholesterol in total HDL in Serum or Plasma by Electrophoresis",%,2.27,false,"Cholesterol.in HDL 2a/Cholesterol.in HDL.total:MFr:Pt:Ser/Plas:Qn:Electrophoresis"
54470-0,"Cholesterol.in HDL 3b/Cholesterol.in HDL.total",MFr,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Both,,%,"Cholesterol in HDL 3b/Cholesterol in total HDL in Serum or Plasma by Electrophoresis",%,2.27,false,"Cholesterol.in HDL 3b/Cholesterol.in HDL.total:MFr:Pt:Ser/Plas:Qn:Electrophoresis"
110258-1,Cholesterol,{Measurement},-,Ser/Plas,-,,LABORDERS.ONTOLOGY,2.81,TRIAL,1,Order,,,"Cholesterol [Measurement] in Serum or Plasma",,2.81,false,Cholesterol:{Measurement}:-:Ser/Plas:-:
9342-7,Cholesterol,Prctl,Pt,Ser/Plas,SemiQn,,CHEM,2.75,ACTIVE,1,Both,,,"Cholesterol [Percentile]",,1.0i,false,Cholesterol:Prctl:Pt:Ser/Plas:SemiQn:
2565-0,Cholesterol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.36,DEPRECATED,1,,,,"Deprecated Cholesterol [Mass/volume] in Serum or Plasma",,1.0,false,Cholesterol:MCnc:Pt:Ser/Plas:Qn:
108018-3,"Cholesterol.in LDL",{Measurement},-,Ser/Plas,-,,LABORDERS.ONTOLOGY,2.81,TRIAL,1,Order,,,"Cholesterol in LDL [Measurement] in Serum or Plasma",,2.81,false,"Cholesterol.in LDL:{Measurement}:-:Ser/Plas:-:"
35200-5,Cholesterol,MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Both,,,"Cholesterol [Mass or Moles/volume] in Serum or Plasma",,2.11,false,Cholesterol:MSCnc:Pt:Ser/Plas:Qn:
14647-2,Cholesterol,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol [Moles/volume] in Serum or Plasma",mmol/L,1.0k,false,Cholesterol:SCnc:Pt:Ser/Plas:Qn:
74433-4,Cholestanol/Cholesterol,SFr,Pt,Ser/Plas,Qn,,CHEM,2.46,ACTIVE,1,Both,,%,"Cholestanol/Cholesterol in Serum or Plasma",%,2.46,false,Cholestanol/Cholesterol:SFr:Pt:Ser/Plas:Qn:
2093-3,Cholesterol,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Cholesterol:MCnc:Pt:Ser/Plas:Qn:
14154-9,"Cholesterol sulfate",MCnc,Pt,Ser,Qn,,CHEM,2.70,ACTIVE,1,Both,,ug/dL,"Cholesterol sulfate [Mass/volume] in Serum",ug/dL,1.0k,false,"Cholesterol sulfate:MCnc:Pt:Ser:Qn:"
111273-9,"Cholesterol.in HDL",{Measurement},-,Ser/Plas,-,,LABORDERS.ONTOLOGY,2.81,TRIAL,1,Order,,,"Cholesterol in HDL [Measurement] in Serum or Plasma",,2.81,false,"Cholesterol.in HDL:{Measurement}:-:Ser/Plas:-:"
2083-4,"Cholesterol esterase",CCnc,Pt,Ser,Qn,,CHEM,2.68,ACTIVE,1,Both,,"arb U/L","Cholesterol esterase [Enzymatic activity/volume] in Serum",U/L,1.0,false,"Cholesterol esterase:CCnc:Pt:Ser:Qn:"
55840-3,"Cholesterol esters",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.40,ACTIVE,1,Both,,mmol/L,"Cholesterol esters [Moles/volume] in Serum or Plasma",mmol/L,2.29,false,"Cholesterol esters:SCnc:Pt:Ser/Plas:Qn:"
2084-2,"Cholesterol esters",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Cholesterol esters [Mass/volume] in Serum or Plasma",,1.0,false,"Cholesterol esters:MCnc:Pt:Ser/Plas:Qn:"
74517-4,"Cholesterol sulfate",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.48,ACTIVE,1,Both,,umol/L,"Cholesterol sulfate [Moles/volume] in Serum or Plasma",umol/L,2.48,false,"Cholesterol sulfate:SCnc:Pt:Ser/Plas:Qn:"
14155-6,"Cholesterol.in LDL",Prctl,Pt,Ser/Plas,SemiQn,,CHEM,2.75,ACTIVE,1,Observation,,,"Cholesterol in LDL [Percentile]",,1.0k,false,"Cholesterol.in LDL:Prctl:Pt:Ser/Plas:SemiQn:"
35387-0,"Cholesterol.in lipoprotein (little a)",PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Both,,,"Cholesterol. in Lipoprotein (a) [Presence] in Serum or Plasma",,2.13,false,"Cholesterol.in lipoprotein (little a):PrThr:Pt:Ser/Plas:Ord:"
70261-3,"Cholesterol.periton fld/Cholesterol.serum",RelRto,Pt,"Periton fld+Ser/Plas",Qn,,CHEM,2.44,ACTIVE,1,Both,,Ratio,"Cholesterol in peritoneal fluid/Cholesterol in serum",{ratio},2.40,false,"Cholesterol.periton fld/Cholesterol.serum:RelRto:Pt:Periton fld+Ser/Plas:Qn:"
70263-9,"Cholesterol.pericard fld/Cholesterol.serum",RelRto,Pt,"Pericard fld+Ser/Plas",Qn,,CHEM,2.44,ACTIVE,1,Both,,Ratio,"Cholesterol in pericardial fluid/Cholesterol in serum",{ratio},2.40,false,"Cholesterol.pericard fld/Cholesterol.serum:RelRto:Pt:Pericard fld+Ser/Plas:Qn:"
70268-8,"Cholesterol.plr fld/Cholesterol.serum",RelRto,Pt,"Ser/Plas+Plr fld",Qn,,CHEM,2.44,ACTIVE,1,Both,,Ratio,"Cholesterol in pleural fluid/Cholesterol in serum",{ratio},2.40,false,"Cholesterol.plr fld/Cholesterol.serum:RelRto:Pt:Ser/Plas+Plr fld:Qn:"
48620-9,Cholesterol,MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,CHEM,2.40,ACTIVE,1,Both,,mg/dL,"Cholesterol [Mass/volume] in Serum or Plasma ultracentrifugate",mg/dL,2.21,false,Cholesterol:MCnc:Pt:Ser/Plas.ultracentrifugate:Qn:
35198-1,"Cholesterol.in LDL",MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Both,,,"Cholesterol in LDL [Mass or Moles/volume] in Serum or Plasma",,2.11,false,"Cholesterol.in LDL:MSCnc:Pt:Ser/Plas:Qn:"
55838-7,Cholesterol/Phospholipid,SRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Both,,,"Cholesterol/Phospholipid [Molar ratio] in Serum or Plasma",,2.29,false,Cholesterol/Phospholipid:SRto:Pt:Ser/Plas:Qn:
59250-1,Tocopherols/Cholesterol,SRto,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,umol/mmol,"Tocopherols/Cholesterol [Molar ratio] in Serum or Plasma",umol/mmol,2.32,false,Tocopherols/Cholesterol:SRto:Pt:Ser/Plas:Qn:
13460-1,"Cholesterol.in LDL/Cholesterol.in HDL",MCrto,Pt,Ser/Plas,Qn,,CHEM,2.36,DEPRECATED,1,,,,"Deprecated Cholesterol.in LDL/Cholesterol.in HDL [Mass ratio] in Serum or Plasma",,1.0j-a,false,"Cholesterol.in LDL/Cholesterol.in HDL:MCrto:Pt:Ser/Plas:Qn:"
100732-7,"Cholesterol.in lipoprotein (little a) & Cholesterol.in LDL panel",-,Pt,Ser,-,,PANEL.CHEM,2.73,ACTIVE,1,Order,,,"Cholesterol.in lipoprotein (little a) and Cholesterol.in LDL panel - Serum",,2.73,true,"Cholesterol.in lipoprotein (little a) & Cholesterol.in LDL panel:-:Pt:Ser:-:"
16616-5,"Cholesterol.in HDL/Cholesterol.in LDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in HDL/Cholesterol in LDL [Mass Ratio] in Serum or Plasma",,1.0l,false,"Cholesterol.in HDL/Cholesterol.in LDL:MRto:Pt:Ser/Plas:Qn:"
11054-4,"Cholesterol.in LDL/Cholesterol.in HDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,ratio,"Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma",{ratio},1.0j-a,false,"Cholesterol.in LDL/Cholesterol.in HDL:MRto:Pt:Ser/Plas:Qn:"
44915-7,"Cholesterol.in LDL/Cholesterol.in HDL",SRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL/Cholesterol in HDL [Molar ratio] in Serum or Plasma",,2.17,false,"Cholesterol.in LDL/Cholesterol.in HDL:SRto:Pt:Ser/Plas:Qn:"
91105-7,"Cholesterol.in LDL 1",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 1 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 1:MCnc:Pt:Ser/Plas:Qn:"
91112-3,"Cholesterol.in LDL 1",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 1 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 1:SCnc:Pt:Ser/Plas:Qn:"
91107-3,"Cholesterol.in LDL 3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 3 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 3:MCnc:Pt:Ser/Plas:Qn:"
91114-9,"Cholesterol.in LDL 3",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 3 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 3:SCnc:Pt:Ser/Plas:Qn:"
48635-7,"Cholesterol.in LDL pattern A",PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Observation,,,"Cholesterol in LDL pattern A [Presence] in Serum or Plasma",,2.21,false,"Cholesterol.in LDL pattern A:PrThr:Pt:Ser/Plas:Ord:"
2089-1,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:"
22748-8,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma",mmol/L,1.0n,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:"
91106-5,"Cholesterol.in LDL 2",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 2 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 2:MCnc:Pt:Ser/Plas:Qn:"
91113-1,"Cholesterol.in LDL 2",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 2 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 2:SCnc:Pt:Ser/Plas:Qn:"
91108-1,"Cholesterol.in LDL 4",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 4 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 4:MCnc:Pt:Ser/Plas:Qn:"
91115-6,"Cholesterol.in LDL 4",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 4 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 4:SCnc:Pt:Ser/Plas:Qn:"
91109-9,"Cholesterol.in LDL 5",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 5 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 5:MCnc:Pt:Ser/Plas:Qn:"
91116-4,"Cholesterol.in LDL 5",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 5 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 5:SCnc:Pt:Ser/Plas:Qn:"
91110-7,"Cholesterol.in LDL 6",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 6 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 6:MCnc:Pt:Ser/Plas:Qn:"
91117-2,"Cholesterol.in LDL 6",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 6 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 6:SCnc:Pt:Ser/Plas:Qn:"
91111-5,"Cholesterol.in LDL 7",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 7 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 7:MCnc:Pt:Ser/Plas:Qn:"
91118-0,"Cholesterol.in LDL 7",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 7 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 7:SCnc:Pt:Ser/Plas:Qn:"
43394-6,"Cholesterol.in LDL.acetylated",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL acylated [Mass/volume] in Serum or Plasma",mg/dL,2.17,false,"Cholesterol.in LDL.acetylated:MCnc:Pt:Ser/Plas:Qn:"
35388-8,"Cholesterol.in lipoprotein (little a)",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/mL;mg/dL,"Cholesterol. in Lipoprotein (a) [Mass/volume] in Serum or Plasma",mg/dL,2.13,false,"Cholesterol.in lipoprotein (little a):MCnc:Pt:Ser/Plas:Qn:"
2090-9,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.36,DEPRECATED,1,,,,"Deprecated Cholesterol.in LDL [Mass/volume] in Serum or Plasma",,1.0,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:"
2096-6,Cholesterol/Triglyceride,MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol/Triglyceride [Mass Ratio] in Serum or Plasma",,1.0,false,Cholesterol/Triglyceride:MRto:Pt:Ser/Plas:Qn:
55839-5,"Cholesterol ester transfer protein",ACnc,Pt,Ser/Plas,Qn,,CHEM,2.69,ACTIVE,1,Both,,,"Cholesterol ester transfer protein [Units/volume] in Serum or Plasma",[arb'U]/mL,2.29,false,"Cholesterol ester transfer protein:ACnc:Pt:Ser/Plas:Qn:"
2555-1,"Lecithin cholesterol acyltransferase",CCnc,Pt,Ser/Plas,Qn,,CHEM,2.68,ACTIVE,1,Both,,"arb U/L","Lecithin cholesterol acyltransferase [Enzymatic activity/volume] in Serum or Plasma",U/L,1.0,false,"Lecithin cholesterol acyltransferase:CCnc:Pt:Ser/Plas:Qn:"
27340-9,"Cholesterol.in HDL",PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Both,,,"Cholesterol in HDL [Presence] in Serum or Plasma",,2.00,false,"Cholesterol.in HDL:PrThr:Pt:Ser/Plas:Ord:"
43396-1,"Cholesterol.non HDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol non HDL [Mass/volume] in Serum or Plasma",mg/dL,2.17,false,"Cholesterol.non HDL:MCnc:Pt:Ser/Plas:Qn:"
70204-3,"Cholesterol.non HDL",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,nmol/L,"Cholesterol non HDL [Moles/volume] in Serum or Plasma",nmol/L,2.40,false,"Cholesterol.non HDL:SCnc:Pt:Ser/Plas:Qn:"
70202-7,"Cholesterol.in IDL+Cholesterol.in VLDL 3",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,nmol/L,"Cholesterol in IDL+Cholesterol in VLDL 3 [Moles/volume] in Serum or Plasma",nmol/L,2.40,false,"Cholesterol.in IDL+Cholesterol.in VLDL 3:SCnc:Pt:Ser/Plas:Qn:"
50194-0,"Cholesterol.in IDL+Cholesterol.in VLDL 3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in IDL+Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma",mg/dL,2.22,false,"Cholesterol.in IDL+Cholesterol.in VLDL 3:MCnc:Pt:Ser/Plas:Qn:"
18261-8,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma ultracentrifugate",mg/dL,1.0l,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas.ultracentrifugate:Qn:"
48089-7,"Cholesterol/Apolipoprotein B",SRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,,"Cholesterol/Apolipoprotein B [Molar ratio] in Serum or Plasma",,2.21,false,"Cholesterol/Apolipoprotein B:SRto:Pt:Ser/Plas:Qn:"
74362-5,"Lecithin cholesterol acyltransferase actual/normal",RelCCnc,Pt,Ser/Plas,Qn,,CHEM,2.46,ACTIVE,1,Both,,%,"Lecithin cholesterol acyltransferase actual/normal in Serum or Plasma",%,2.46,false,"Lecithin cholesterol acyltransferase actual/normal:RelCCnc:Pt:Ser/Plas:Qn:"
2085-9,"Cholesterol.in HDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in HDL [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Cholesterol.in HDL:MCnc:Pt:Ser/Plas:Qn:"
2087-5,"Cholesterol.in IDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in IDL [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Cholesterol.in IDL:MCnc:Pt:Ser/Plas:Qn:"
2091-7,"Cholesterol.in VLDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in VLDL [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Cholesterol.in VLDL:MCnc:Pt:Ser/Plas:Qn:"
35199-9,"Cholesterol.in VLDL",MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Observation,,,"Cholesterol in VLDL [Mass or Moles/volume] in Serum or Plasma",,2.11,false,"Cholesterol.in VLDL:MSCnc:Pt:Ser/Plas:Qn:"
43395-3,"Cholesterol.in VLDL.acetylated",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Cholesterol in VLDL acylated [Mass/volume] in Serum or Plasma",mg/dL,2.17,false,"Cholesterol.in VLDL.acetylated:MCnc:Pt:Ser/Plas:Qn:"
14646-4,"Cholesterol.in HDL",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in HDL [Moles/volume] in Serum or Plasma",mmol/L,1.0k,false,"Cholesterol.in HDL:SCnc:Pt:Ser/Plas:Qn:"
70201-9,"Cholesterol.in IDL",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,nmol/L,"Cholesterol in IDL [Moles/volume] in Serum or Plasma",nmol/L,2.40,false,"Cholesterol.in IDL:SCnc:Pt:Ser/Plas:Qn:"
25371-6,"Cholesterol.in VLDL",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol/L,"Cholesterol in VLDL [Moles/volume] in Serum or Plasma",mmol/L,2.00,false,"Cholesterol.in VLDL:SCnc:Pt:Ser/Plas:Qn:"
2094-1,Cholesterol.non-esterified,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol.non-esterified [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Cholesterol.non-esterified:MCnc:Pt:Ser/Plas:Qn:
54373-6,Cholesterol.non-esterified,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Cholesterol.non-esterified [Moles/volume] in Serum or Plasma",mmol/L,2.27,false,Cholesterol.non-esterified:SCnc:Pt:Ser/Plas:Qn:
48618-3,"Cholesterol.in VLDL",MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,CHEM,2.34,ACTIVE,1,Both,,mg/dL,"Cholesterol in VLDL [Mass/volume] in Serum or Plasma ultracentrifugate",mg/dL,2.21,false,"Cholesterol.in VLDL:MCnc:Pt:Ser/Plas.ultracentrifugate:Qn:"
56036-7,"Apolipoprotein B/Cholesterol.in LDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.44,ACTIVE,1,Both,,Ratio,"Apolipoprotein B/Cholesterol in LDL [Mass Ratio] in Serum or Plasma",{Ratio},2.29,false,"Apolipoprotein B/Cholesterol.in LDL:MRto:Pt:Ser/Plas:Qn:"
13457-7,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation",mg/dL,1.0j-a,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Calculated"
